Jan - Dec reference period,Police Service Area,Local Government Area,CSA Offence Division,Offence Count
2013,MACEDON RANGES,MACEDON RANGES,C Drug offences,2
2013,MACEDON RANGES,MACEDON RANGES,C Drug offences,62
2013,MACEDON RANGES,MACEDON RANGES,D Public order and security offences,46
2013,MACEDON RANGES,MACEDON RANGES,D Public order and security offences,60
2013,MACEDON RANGES,MACEDON RANGES,D Public order and security offences,28
2013,MACEDON RANGES,MACEDON RANGES,E Justice procedures offences,29
2013,MACEDON RANGES,MACEDON RANGES,E Justice procedures offences,205
2013,MACEDON RANGES,MACEDON RANGES,F Other offences,8
2013,MACEDON RANGES,MACEDON RANGES,F Other offences,9
2013,MACEDON RANGES,MACEDON RANGES,F Other offences,5
2013,MACEDON RANGES,MOUNT ALEXANDER,A Crimes against the person,129
2013,MACEDON RANGES,MOUNT ALEXANDER,A Crimes against the person,32
2013,MACEDON RANGES,MOUNT ALEXANDER,A Crimes against the person,2
2013,MACEDON RANGES,MOUNT ALEXANDER,A Crimes against the person,55
2013,MACEDON RANGES,MOUNT ALEXANDER,A Crimes against the person,9
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,8
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,9
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,13
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,93
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,6
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,4
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,6
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,50
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,22
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,44
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,11
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,14
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,19
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,144
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,2
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,20
2013,MACEDON RANGES,MOUNT ALEXANDER,B Property and deception offences,1
2013,MACEDON RANGES,MOUNT ALEXANDER,C Drug offences,14
2013,MACEDON RANGES,MOUNT ALEXANDER,C Drug offences,5
2013,MACEDON RANGES,MOUNT ALEXANDER,C Drug offences,42
2013,MACEDON RANGES,MOUNT ALEXANDER,D Public order and security offences,37
2013,MACEDON RANGES,MOUNT ALEXANDER,D Public order and security offences,33
2013,MACEDON RANGES,MOUNT ALEXANDER,D Public order and security offences,16
2013,MACEDON RANGES,MOUNT ALEXANDER,E Justice procedures offences,18
2013,MACEDON RANGES,MOUNT ALEXANDER,E Justice procedures offences,182
2013,MACEDON RANGES,MOUNT ALEXANDER,F Other offences,3
2013,MACEDON RANGES,MOUNT ALEXANDER,F Other offences,4
2013,MANNINGHAM,MANNINGHAM,A Crimes against the person,285
2013,MANNINGHAM,MANNINGHAM,A Crimes against the person,61
2013,MANNINGHAM,MANNINGHAM,A Crimes against the person,6
2013,MANNINGHAM,MANNINGHAM,A Crimes against the person,18
2013,MANNINGHAM,MANNINGHAM,A Crimes against the person,7
2013,MANNINGHAM,MANNINGHAM,A Crimes against the person,222
2013,MANNINGHAM,MANNINGHAM,A Crimes against the person,22
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,23
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,1
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,2
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,451
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,13
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,7
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,23
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,465
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,103
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,402
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,391
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,13
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,58
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,495
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,20
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,285
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,9
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,1
2013,MANNINGHAM,MANNINGHAM,B Property and deception offences,6
2013,MANNINGHAM,MANNINGHAM,C Drug offences,37
2013,MANNINGHAM,MANNINGHAM,C Drug offences,12
2013,MANNINGHAM,MANNINGHAM,C Drug offences,154
2013,MANNINGHAM,MANNINGHAM,D Public order and security offences,79
2013,MANNINGHAM,MANNINGHAM,D Public order and security offences,73
2013,MANNINGHAM,MANNINGHAM,D Public order and security offences,22
2013,MANNINGHAM,MANNINGHAM,D Public order and security offences,1
2013,MANNINGHAM,MANNINGHAM,E Justice procedures offences,34
2013,MANNINGHAM,MANNINGHAM,E Justice procedures offences,292
2013,MANNINGHAM,MANNINGHAM,F Other offences,1
2013,MANNINGHAM,MANNINGHAM,F Other offences,2
2013,MANNINGHAM,MANNINGHAM,F Other offences,3
2013,MARIBYRNONG,MARIBYRNONG,A Crimes against the person,2
2013,MARIBYRNONG,MARIBYRNONG,A Crimes against the person,651
2013,MARIBYRNONG,MARIBYRNONG,A Crimes against the person,115
2013,MARIBYRNONG,MARIBYRNONG,A Crimes against the person,23
2013,MARIBYRNONG,MARIBYRNONG,A Crimes against the person,122
2013,MARIBYRNONG,MARIBYRNONG,A Crimes against the person,5
2013,MARIBYRNONG,MARIBYRNONG,A Crimes against the person,109
2013,MARIBYRNONG,MARIBYRNONG,A Crimes against the person,32
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,47
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,608
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,53
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,3
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,66
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,803
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,363
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,950
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,830
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,130
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,263
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,8
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,916
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,55
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,695
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,25
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,1
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,2
2013,MARIBYRNONG,MARIBYRNONG,B Property and deception offences,1
2013,MARIBYRNONG,MARIBYRNONG,C Drug offences,127
2013,MARIBYRNONG,MARIBYRNONG,C Drug offences,23
2013,MARIBYRNONG,MARIBYRNONG,C Drug offences,380
2013,MARIBYRNONG,MARIBYRNONG,D Public order and security offences,238
2013,MARIBYRNONG,MARIBYRNONG,D Public order and security offences,426
2013,MARIBYRNONG,MARIBYRNONG,D Public order and security offences,31
2013,MARIBYRNONG,MARIBYRNONG,E Justice procedures offences,76
2013,MARIBYRNONG,MARIBYRNONG,E Justice procedures offences,210
2013,MARIBYRNONG,MARIBYRNONG,F Other offences,8
2013,MARIBYRNONG,MARIBYRNONG,F Other offences,6
2013,MARIBYRNONG,MARIBYRNONG,F Other offences,3
2013,MAROONDAH,MAROONDAH,A Crimes against the person,2
2013,MAROONDAH,MAROONDAH,A Crimes against the person,604
2013,MAROONDAH,MAROONDAH,A Crimes against the person,131
2013,MAROONDAH,MAROONDAH,A Crimes against the person,4
2013,MAROONDAH,MAROONDAH,A Crimes against the person,41
2013,MAROONDAH,MAROONDAH,A Crimes against the person,2
2013,MAROONDAH,MAROONDAH,A Crimes against the person,139
2013,MAROONDAH,MAROONDAH,A Crimes against the person,44
2013,MAROONDAH,MAROONDAH,B Property and deception offences,42
2013,MAROONDAH,MAROONDAH,B Property and deception offences,1
2013,MAROONDAH,MAROONDAH,B Property and deception offences,2
2013,MAROONDAH,MAROONDAH,B Property and deception offences,641
2013,MAROONDAH,MAROONDAH,B Property and deception offences,86
2013,MAROONDAH,MAROONDAH,B Property and deception offences,8
2013,MAROONDAH,MAROONDAH,B Property and deception offences,31
2013,MAROONDAH,MAROONDAH,B Property and deception offences,623
2013,MAROONDAH,MAROONDAH,B Property and deception offences,219
2013,MAROONDAH,MAROONDAH,B Property and deception offences,632
2013,MAROONDAH,MAROONDAH,B Property and deception offences,461
2013,MAROONDAH,MAROONDAH,B Property and deception offences,46
2013,MAROONDAH,MAROONDAH,B Property and deception offences,170
2013,MAROONDAH,MAROONDAH,B Property and deception offences,10
2013,MAROONDAH,MAROONDAH,B Property and deception offences,601
2013,MAROONDAH,MAROONDAH,B Property and deception offences,21
2013,MAROONDAH,MAROONDAH,B Property and deception offences,347
2013,MAROONDAH,MAROONDAH,B Property and deception offences,11
2013,MAROONDAH,MAROONDAH,B Property and deception offences,1
2013,MAROONDAH,MAROONDAH,C Drug offences,91
2013,MAROONDAH,MAROONDAH,C Drug offences,14
2013,MAROONDAH,MAROONDAH,C Drug offences,266
2013,MAROONDAH,MAROONDAH,D Public order and security offences,191
2013,MAROONDAH,MAROONDAH,D Public order and security offences,300
2013,MAROONDAH,MAROONDAH,D Public order and security offences,20
2013,MAROONDAH,MAROONDAH,D Public order and security offences,1
2013,MAROONDAH,MAROONDAH,E Justice procedures offences,103
2013,MAROONDAH,MAROONDAH,E Justice procedures offences,765
2013,MAROONDAH,MAROONDAH,F Other offences,22
2013,MAROONDAH,MAROONDAH,F Other offences,10
2013,MAROONDAH,MAROONDAH,F Other offences,8
2013,MELBOURNE,MELBOURNE,A Crimes against the person,4
2013,MELBOURNE,MELBOURNE,A Crimes against the person,2265
2013,MELBOURNE,MELBOURNE,A Crimes against the person,438
2013,MELBOURNE,MELBOURNE,A Crimes against the person,25
2013,MELBOURNE,MELBOURNE,A Crimes against the person,234
2013,MELBOURNE,MELBOURNE,A Crimes against the person,27
2013,MELBOURNE,MELBOURNE,A Crimes against the person,513
2013,MELBOURNE,MELBOURNE,A Crimes against the person,137
2013,MELBOURNE,MELBOURNE,B Property and deception offences,43
2013,MELBOURNE,MELBOURNE,B Property and deception offences,2
2013,MELBOURNE,MELBOURNE,B Property and deception offences,1466
2013,MELBOURNE,MELBOURNE,B Property and deception offences,160
2013,MELBOURNE,MELBOURNE,B Property and deception offences,15
2013,MELBOURNE,MELBOURNE,B Property and deception offences,73
2013,MELBOURNE,MELBOURNE,B Property and deception offences,1373
2013,MELBOURNE,MELBOURNE,B Property and deception offences,572
2013,MELBOURNE,MELBOURNE,B Property and deception offences,1565
2013,MELBOURNE,MELBOURNE,B Property and deception offences,1967
2013,MELBOURNE,MELBOURNE,B Property and deception offences,842
2013,MELBOURNE,MELBOURNE,B Property and deception offences,612
2013,MELBOURNE,MELBOURNE,B Property and deception offences,48
2013,MELBOURNE,MELBOURNE,B Property and deception offences,4684
2013,MELBOURNE,MELBOURNE,B Property and deception offences,185
2013,MELBOURNE,MELBOURNE,B Property and deception offences,1
2013,MELBOURNE,MELBOURNE,B Property and deception offences,4682
2013,MELBOURNE,MELBOURNE,B Property and deception offences,91
2013,MELBOURNE,MELBOURNE,B Property and deception offences,2
2013,MELBOURNE,MELBOURNE,B Property and deception offences,5
2013,MELBOURNE,MELBOURNE,B Property and deception offences,20
2013,MELBOURNE,MELBOURNE,C Drug offences,328
2013,MELBOURNE,MELBOURNE,C Drug offences,89
2013,MELBOURNE,MELBOURNE,C Drug offences,1776
2013,MELBOURNE,MELBOURNE,D Public order and security offences,584
2013,MELBOURNE,MELBOURNE,D Public order and security offences,4685
2013,MELBOURNE,MELBOURNE,D Public order and security offences,270
2013,MELBOURNE,MELBOURNE,D Public order and security offences,6
2013,MELBOURNE,MELBOURNE,E Justice procedures offences,563
2013,MELBOURNE,MELBOURNE,E Justice procedures offences,2056
2013,MELBOURNE,MELBOURNE,F Other offences,1
2013,MELBOURNE,MELBOURNE,F Other offences,59
2013,MELBOURNE,MELBOURNE,F Other offences,120
2013,MELBOURNE,MELBOURNE,F Other offences,15
2013,MELTON,MELTON,A Crimes against the person,6
2013,MELTON,MELTON,A Crimes against the person,987
2013,MELTON,MELTON,A Crimes against the person,197
2013,MELTON,MELTON,A Crimes against the person,17
2013,MELTON,MELTON,A Crimes against the person,57
2013,MELTON,MELTON,A Crimes against the person,8
2013,MELTON,MELTON,A Crimes against the person,268
2013,MELTON,MELTON,A Crimes against the person,126
2013,MELTON,MELTON,B Property and deception offences,119
2013,MELTON,MELTON,B Property and deception offences,12
2013,MELTON,MELTON,B Property and deception offences,913
2013,MELTON,MELTON,B Property and deception offences,24
2013,MELTON,MELTON,B Property and deception offences,3
2013,MELTON,MELTON,B Property and deception offences,56
2013,MELTON,MELTON,B Property and deception offences,1013
2013,MELTON,MELTON,B Property and deception offences,424
2013,MELTON,MELTON,B Property and deception offences,1079
2013,MELTON,MELTON,B Property and deception offences,218
2013,MELTON,MELTON,B Property and deception offences,44
2013,MELTON,MELTON,B Property and deception offences,186
2013,MELTON,MELTON,B Property and deception offences,1070
2013,MELTON,MELTON,B Property and deception offences,48
2013,MELTON,MELTON,B Property and deception offences,558
2013,MELTON,MELTON,B Property and deception offences,12
2013,MELTON,MELTON,B Property and deception offences,4
2013,MELTON,MELTON,C Drug offences,101
2013,MELTON,MELTON,C Drug offences,79
2013,MELTON,MELTON,C Drug offences,265
2013,MELTON,MELTON,D Public order and security offences,284
2013,MELTON,MELTON,D Public order and security offences,157
2013,MELTON,MELTON,D Public order and security offences,32
2013,MELTON,MELTON,D Public order and security offences,1
2013,MELTON,MELTON,E Justice procedures offences,145
2013,MELTON,MELTON,E Justice procedures offences,642
2013,MELTON,MELTON,F Other offences,1
2013,MELTON,MELTON,F Other offences,5
2013,MELTON,MELTON,F Other offences,4
2013,MILDURA,MILDURA,A Crimes against the person,2
2013,MILDURA,MILDURA,A Crimes against the person,563
2013,MILDURA,MILDURA,A Crimes against the person,120
2013,MILDURA,MILDURA,A Crimes against the person,8
2013,MILDURA,MILDURA,A Crimes against the person,16
2013,MILDURA,MILDURA,A Crimes against the person,4
2013,MILDURA,MILDURA,A Crimes against the person,147
2013,MILDURA,MILDURA,A Crimes against the person,56
2013,MILDURA,MILDURA,B Property and deception offences,48
2013,MILDURA,MILDURA,B Property and deception offences,3
2013,MILDURA,MILDURA,B Property and deception offences,12
2013,MILDURA,MILDURA,B Property and deception offences,641
2013,MILDURA,MILDURA,B Property and deception offences,17
2013,MILDURA,MILDURA,B Property and deception offences,3
2013,MILDURA,MILDURA,B Property and deception offences,110
2013,MILDURA,MILDURA,B Property and deception offences,612
2013,MILDURA,MILDURA,B Property and deception offences,161
2013,MILDURA,MILDURA,B Property and deception offences,346
2013,MILDURA,MILDURA,B Property and deception offences,160
2013,MILDURA,MILDURA,B Property and deception offences,56
2013,MILDURA,MILDURA,B Property and deception offences,111
2013,MILDURA,MILDURA,B Property and deception offences,558
2013,MILDURA,MILDURA,B Property and deception offences,10
2013,MILDURA,MILDURA,B Property and deception offences,205
2013,MILDURA,MILDURA,B Property and deception offences,10
2013,MILDURA,MILDURA,C Drug offences,57
2013,MILDURA,MILDURA,C Drug offences,20
2013,MILDURA,MILDURA,C Drug offences,272
2013,MILDURA,MILDURA,C Drug offences,1
2013,MILDURA,MILDURA,D Public order and security offences,223
2013,MILDURA,MILDURA,D Public order and security offences,476
2013,MILDURA,MILDURA,D Public order and security offences,43
2013,MILDURA,MILDURA,E Justice procedures offences,79
2013,MILDURA,MILDURA,E Justice procedures offences,403
2013,MILDURA,MILDURA,F Other offences,2
2013,MILDURA,MILDURA,F Other offences,5
2013,MILDURA,MILDURA,F Other offences,4
2013,MITCHELL,MITCHELL,A Crimes against the person,346
2013,MITCHELL,MITCHELL,A Crimes against the person,118
2013,MITCHELL,MITCHELL,A Crimes against the person,4
2013,MITCHELL,MITCHELL,A Crimes against the person,1
2013,MITCHELL,MITCHELL,A Crimes against the person,143
2013,MITCHELL,MITCHELL,A Crimes against the person,43
2013,MITCHELL,MITCHELL,B Property and deception offences,17
2013,MITCHELL,MITCHELL,B Property and deception offences,23
2013,MITCHELL,MITCHELL,B Property and deception offences,315
2013,MITCHELL,MITCHELL,B Property and deception offences,23
2013,MITCHELL,MITCHELL,B Property and deception offences,7
